,acceptedNameUsage,acceptedScientificName,acceptedTaxonKey,accessRights,adm1,adm2,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,bibliographicCitation,catalogNumber,class,classKey,cloc,collectionCode,collectionID,collectionKey,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,crawlId,dataGeneralizations,datasetID,datasetKey,datasetName,dateIdentified,day,disposition,dynamicProperties,elevation,elevationAccuracy,endDayOfYear,eventDate,eventID,eventRemarks,eventTime,family,familyKey,fieldNumber,footprintSRS,footprintWKT,fullCountry,gbifID,genericName,genus,genusKey,geodeticDatum,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,habitat,higherClassification,higherGeography,hostingOrganizationKey,http://unknown.org/captive,http://unknown.org/datasetnameproperty,http://unknown.org/language,http://unknown.org/license,http://unknown.org/nick,http://unknown.org/recordEnteredBy,http://unknown.org/recordID,http://unknown.org/rights,http://unknown.org/rightsHolder,identificationID,identificationRemarks,identificationVerificationStatus,identifiedBy,identifier,inCluster,individualCount,informationWithheld,installationKey,institutionCode,institutionID,institutionKey,isInCluster,island,islandGroup,ISO2,iucnRedListCategory,key,kingdom,kingdomKey,language,lastCrawled,lastInterpreted,lastParsed,lat,license,lifeStage,locality,locationAccordingTo,locationID,locationRemarks,lon,materialSampleID,modified,month,municipality,nameAccordingTo,namePublishedInYear,nomenclaturalCode,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderKey,organismName,organismQuantity,organismQuantityType,originalNameUsage,otherCatalogNumbers,ownerInstitutionCode,parentEventID,phylum,phylumKey,preparations,programmeAcronym,projectId,protocol,publishingCountry,publishingOrgKey,recordedBy,recordNumber,references,rights,rightsHolder,sampleSizeUnit,sampleSizeValue,samplingEffort,samplingProtocol,scientificName,sex,species,speciesKey,specificEpithet,startDayOfYear,taxonConceptID,taxonID,taxonKey,taxonomicStatus,taxonRank,type,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality,verbatimSRS,verbatimTaxonRank,vernacularName,waterBody,year,downloadDate
318,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563829,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817875293,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563829,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817875293,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:34:21.866+00:00,2022-06-23T13:34:21.866+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563829,"UNVERIFIED: Spodoptera littoralis clone AnSlitu17662 N-terminally Serine/threonine-protein phosphatase catalytic subunit-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563829,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:df99542ecd31585b5a3fdf92562c4f18,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
319,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY564107,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817875294,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY564107,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817875294,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:34:21.866+00:00,2022-06-23T13:34:21.866+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY564107,"UNVERIFIED: Spodoptera littoralis clone AnSlitu17903 Uncharacterized protein-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY564107,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:81572a9ccdea47dc21d9756ca02bc3ce,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
320,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563824,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817877224,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563824,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817877224,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:35:32.404+00:00,2022-06-23T13:35:32.404+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563824,"UNVERIFIED: Spodoptera littoralis clone AnSlitu26373 particle ATPase Regulatory triple-A 5-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563824,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:385cd0a1d50601127b39310f3965fa72,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
321,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563826,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817879283,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563826,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817879283,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:35:32.139+00:00,2022-06-23T13:35:32.139+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563826,"UNVERIFIED: Spodoptera littoralis clone AnSlitu30005 60S ribosomal protein-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563826,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:06acde040e663ec934ac4c703be50623,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
322,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY564104,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817879284,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY564104,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817879284,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:35:32.139+00:00,2022-06-23T13:35:32.139+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY564104,"UNVERIFIED: Spodoptera littoralis clone AnSlitu31131 40S S20 ribosomal protein-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY564104,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:96a87a61ad06d0b0ddb9b9044d2699b0,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
323,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563792,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817880215,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563792,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817880215,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:20.435+00:00,2022-06-23T13:32:20.435+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563792,"UNVERIFIED: Spodoptera littoralis clone AnSlitu20901 kinase gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563792,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:252137127973c8b81f871807bd75d7bd,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
324,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563800,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817880216,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563800,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817880216,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:20.436+00:00,2022-06-23T13:32:20.436+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563800,"UNVERIFIED: Spodoptera littoralis clone AnSlitu33650 elongation factor 2 gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563800,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:708f9fcc4fb42a4ba3b5e13e2dae2dff,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
325,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563819,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817880217,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563819,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817880217,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:20.436+00:00,2022-06-23T13:32:20.436+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563819,"UNVERIFIED: Spodoptera littoralis clone AnSlitu23909 Neural-cadherin gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563819,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:5d7eb3b0de62daea141b74e0803c139b,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
326,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563821,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817881195,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563821,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817881195,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:19.690+00:00,2022-06-23T13:32:19.690+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563821,"UNVERIFIED: Spodoptera littoralis clone AnSlitu26728 Iron-sulfur N-terminal protein-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563821,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:8f0b35837783f1e620571ff285d4681e,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
327,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563820,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817882214,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563820,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817882214,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:35:32.033+00:00,2022-06-23T13:35:32.033+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563820,"UNVERIFIED: Spodoptera littoralis clone AnSlitu23880 enzyme conjugating Ubiquitin G2 Ubiquitin-conjugating E2-like gene, partial sequence.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563820,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:25885bfa4548a02448e60b3c851d1ce7,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
328,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563815,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817883207,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563815,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817883207,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:20.587+00:00,2022-06-23T13:32:20.587+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563815,"UNVERIFIED: Spodoptera littoralis clone AnSlitu26069 Rab23 Ras-related protein Rab-23 gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563815,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:2789b704b3da0539f44b692ad17f065e,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
329,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563813,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817884196,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563813,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817884196,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:34:22.529+00:00,2022-06-23T13:34:22.529+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563813,"UNVERIFIED: Spodoptera littoralis clone AnSlitu30265 Uncharacterized protein gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563813,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:7a96fa5c3a23a963214e4ed9fed18161,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
330,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/api/embl/KY563816,NA,MATERIAL_SAMPLE,NA,NA,Insecta,216,Egypt,NA,NA,NA,NA,NA,NA,Egypt,40,NA,NA,d8cd16ba-bb74-4420-821e-083f2bac17c2,NA,NA,1,NA,NA,NA,NA,NA,2012-07-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Egypt,3817886156,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY563816,FALSE,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,EG,NE,3817886156,Animalia,1,NA,2022-06-23T13:01:45.305+00:00,2022-06-23T13:32:19.708+00:00,2022-06-23T13:32:19.708+00:00,30.16,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,31.4,NA,NA,7,NA,NA,NA,NA,KY563816,"UNVERIFIED: Spodoptera littoralis clone AnSlitu25861 activator secretion Calcium-dependent gene, partial cds.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,GB,ada9d123-ddb4-467d-8891-806ea8d94230,NA,NA,https://www.ebi.ac.uk/ena/browser/view/KY563816,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:7109,ASV:1235d6768f928d4991eadbf814ff07e0,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6/24/2022
