"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintWKT","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","originalNameUsage","otherCatalogNumbers","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"154","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212582",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe T8","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,21,NA,NA,NA,NA,"2017-11-21T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Tanzania, United Republic of","3349319272","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212582",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3349319272,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.102+00:00","2021-09-23T14:12:09.102+00:00",-5.32,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,38.790001,NA,11,NA,NA,NA,"MT212582","Thaumatotibia leucotreta voucher icipe T8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212582",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"155","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212585",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe T13","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,21,NA,NA,NA,NA,"2017-11-21T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Tanzania, United Republic of","3349327047","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212585",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3349327047,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.109+00:00","2021-09-23T14:12:09.109+00:00",-5.29,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,38.779999,NA,11,NA,NA,NA,"MT212585","Thaumatotibia leucotreta voucher icipe T13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212585",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"179","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212603",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Uk10","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,5,NA,NA,NA,NA,"2017-12-05T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212603",NA,"Tanzania, United Republic of","3032852650","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58166-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3032852650,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:50.099+00:00","2021-09-28T13:07:50.099+00:00",-2.0676,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,32.9852,NA,12,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58166-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"182","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212604",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Uk11","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,5,NA,NA,NA,NA,"2017-12-05T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Tanzania, United Republic of","3351752073","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212604",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3351752073,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:52.033+00:00","2021-09-23T14:12:52.033+00:00",-2.07,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,32.990002,NA,12,NA,NA,NA,"MT212604","Thaumatotibia leucotreta voucher icipe Uk11 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212604",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"185","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,"http://www.natuurpunt.be/normen-voor-datagebruik","East Flanders",NA,NA,NA,NA,"HUMAN_OBSERVATION","attracted to light",NA,NA,"Insecta",216,"East Flanders, Belgium, EUROPE","waarnemingen.be",NA,NA,"EUROPE",NA,10,"Belgium",214,NA,"https://doi.org/10.15468/k2aiak","9a0b66df-7535-4f28-9f4e-5bc11b8b096c","Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",NA,13,NA,NA,NA,NA,"2016-07-13T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Belgium","1570673532","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1cd669d0-80ea-11de-a9d0-f1765f95f18b",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved on photographic evidence",NA,"Natuurpunt:Waarnemingen:121300320",1,"see metadata","9f25fd85-85dc-4dcd-a1b4-b31165442e2b","Natuurpunt",NA,NA,FALSE,"BE",1570673532,"Animalia",1,"en","2021-10-11T09:39:46.543+00:00","2021-10-11T09:51:40.339+00:00","2021-10-11T09:51:40.339+00:00",51.02694,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult",NA,NA,NA,NA,3.76338,NA,7,"Gent",NA,"ICZN","Natuurpunt:Waarnemingen:121300320",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","BE","4d3ceea8-5699-439d-a899-decac9cbbdac",NA,NA,"http://waarnemingen.be/waarneming/view/121300320",NA,"Natuurpunt Studie","casual observation","Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"http://waarnemingen.be/soort/view/160215",5879783,"ACCEPTED","SPECIES","Event",NA,NA,NA,"Afrikaanse fruitmot",2016,2021-10-25
"187","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,"Gelderland",NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,"OBS.132640668","Insecta",216,"Apeldoorn - Het Loo (woonwijk), Gelderland, Netherlands, EUROPE","Observations",NA,NA,"EUROPE",NA,5000,"Netherlands",81,"WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",NA,"8a863029-f435-446a-821e-275f4f641165",NA,NA,2,NA,NA,NA,NA,"2016-12-02T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Netherlands","1971948015","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,"Animalia|Tortricidae",NA,"396d5f30-dea9-11db-8ab4-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132640668@OBS",1,NA,"85ccfd1a-a837-48d6-9a87-96c99f6fe012",NA,NA,NA,FALSE,"NL",1971948015,"Animalia",1,NA,"2021-10-19T08:27:25.398+00:00","2021-10-19T10:09:32.777+00:00","2021-10-19T10:09:32.777+00:00",52.2,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Imago","Apeldoorn - Het Loo (woonwijk)",NA,NA,NA,5.95,"2017-03-23T00:00:00.000+00:00",12,NA,NA,NA,"https://observation.org/observation/132640668",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NL","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.132640668",NA,"Stichting Natuurinformatie",NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,"False codling moth",2016,2021-10-25
"188","BOLD:AAE7729",10649617,NA,"Antsiranana",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MH417005",NA,"MATERIAL_SAMPLE",NA,NA,NA,"Insecta",216,"Marojejy Parc National, Camp II Marojejya, Antsiranana, Madagascar",NA,NA,NA,NA,0.02,NA,"Madagascar",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,25,NA,700,0,NA,"2014-01-25T00:00:00",NA,NA,NA,"Tortricidae",5343,"DL14M1-0038",NA,"Madagascar","2250853905","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"David Lees","MADAM621-15",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"MG",2250853905,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:37.006+00:00","2021-09-28T13:07:37.006+00:00",-14.433,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Marojejy Parc National, Camp II Marojejya",NA,NA,NA,49.761,NA,1,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MADAM621-15","Natural History Museum, London","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","D. C. Lees",NA,NA,NA,NA,"160W blended mv light","BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2014,2021-10-25
"189","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MH417005",NA,"PRESERVED_SPECIMEN",NA,NA,"DL14M1-0038","Insecta",216,"Antsiranana, Marojejy Parc National, Camp II Marojejya, Madagascar",NA,NA,NA,NA,NA,NA,"Madagascar",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,25,NA,NA,NA,NA,"2014-01-25T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Madagascar","3348996682","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David C. Lees","MH417005",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"MG",3348996682,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:01.523+00:00","2021-09-23T14:12:01.523+00:00",-14.43,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Antsiranana, Marojejy Parc National, Camp II Marojejya",NA,NA,NA,49.759998,NA,1,NA,NA,NA,"MH417005","Thaumatotibia leucotreta voucher DL14M1-0038 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","D. C. Lees",NA,"https://www.ebi.ac.uk/ena/browser/view/MH417005",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:018dc70fdb083824e113065031cb6bac",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2014,2021-10-25
"199","BOLD:AAE7729",10649617,NA,"Moyen-Ogooue",NA,NA,NA,NA,"MATERIAL_SAMPLE",NA,NA,"BIOUG35627-A07","Insecta",216,"Lope National Park, Rocher du Miel, Savannah, Moyen-Ogooue, Gabon",NA,NA,NA,NA,NA,NA,"Gabon",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,3,NA,240,0,NA,"2014-10-03T00:00:00",NA,NA,NA,"Tortricidae",5343,"GMP#02279",NA,"Gabon","2979386106","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84","GPS","Grassland",NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"Kate Perez","GMGGC023-17",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,FALSE,"GA",2979386106,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:05:51.215+00:00","2021-09-28T13:05:51.215+00:00",-0.16524,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Lope National Park, Rocher du Miel, Savannah",NA,"BIOUG:GABONLOPE-NP:2",NA,11.617,NA,10,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GMGGC023-17","Centre for Biodiversity Genomics","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,"inv leg",NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Thibaud Decaens",NA,NA,NA,NA,"Malaise Trap","BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2014,2021-10-25
"201","BOLD:AAE7729",10649617,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KP083438",NA,"MATERIAL_SAMPLE",NA,NA,"L26","Insecta",216,"South Africa",NA,NA,NA,NA,NA,NA,"South Africa",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,2,NA,NA,NA,NA,"2013-06-02T00:00:00",NA,NA,NA,"Tortricidae",5343,"KP083438",NA,"South Africa","2249709504","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,NA,"GBGLT348-15",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"ZA",2249709504,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:32.562+00:00","2021-09-28T13:07:32.562+00:00",-32.9433,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,27.1933,NA,6,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBGLT348-15",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","T. Marsberg",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2013,2021-10-25
"203","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KP083438",NA,"PRESERVED_SPECIMEN",NA,NA,"L26","Insecta",216,"South Africa",NA,NA,NA,NA,NA,NA,"South Africa",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,1,NA,NA,NA,NA,"2013-06-01T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"South Africa","3350518936","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T. Marsberg","KP083438",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"ZA",3350518936,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:40.574+00:00","2021-09-23T14:12:40.574+00:00",-32.939999,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,27.190001,NA,6,NA,NA,NA,"KP083438","Thaumatotibia leucotreta voucher L26 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","T. Marsberg",NA,"https://www.ebi.ac.uk/ena/browser/view/KP083438",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:e28441f2786d06b255b5c71197b8037f",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2013,2021-10-25
"205","BOLD:AAE7729",10649617,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KT782396",NA,"MATERIAL_SAMPLE",NA,NA,"MM23383","Insecta",216,"Regio aboensis, Salo, Vuorentaka, Finland",NA,NA,NA,NA,NA,NA,"Finland",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,23,NA,NA,NA,NA,"2013-07-23T00:00:00",NA,"Period: 23.7.2013-25.7.2013",NA,"Tortricidae",5343,NA,NA,"Finland","1415679615","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"Marko Mutanen","LEFIJ2192-14",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"FI",1415679615,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:06.755+00:00","2021-09-28T13:07:06.755+00:00",60.3455,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Regio aboensis, Salo, Vuorentaka",NA,NA,NA,23.0533,NA,7,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LEFIJ2192-14","University of Oulu, Zoological Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Tomi Mutanen",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2013,2021-10-25
"206","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KT782396",NA,"PRESERVED_SPECIMEN",NA,NA,"MM23383","Insecta",216,"Regio aboensis, Salo, Vuorentaka, Finland",NA,NA,NA,NA,NA,NA,"Finland",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,23,NA,NA,NA,NA,"2013-07-23T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Finland","3350842952","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marko Mutanen","KT782396",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"FI",3350842952,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:43.145+00:00","2021-09-23T14:12:43.145+00:00",60.349998,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Regio aboensis, Salo, Vuorentaka",NA,NA,NA,23.049999,NA,7,NA,NA,NA,"KT782396","Thaumatotibia leucotreta voucher MM23383 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Tomi Mutanen",NA,"https://www.ebi.ac.uk/ena/browser/view/KT782396",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:5e7aba6cf1cce0a967c1f0373fd91441",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2013,2021-10-25
"207","BOLD:AAE7729",10649617,NA,"Antsiranana",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MH416107",NA,"MATERIAL_SAMPLE",NA,NA,NA,"Insecta",216,"Nosy Be, Hell Ville, 4 km NE: Nosy Be, Antsiranana, Madagascar",NA,NA,NA,NA,NA,NA,"Madagascar",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,28,NA,15,0,NA,"2013-10-28T00:00:00",NA,NA,NA,"Tortricidae",5343,"KLM Lep 02333",NA,"Madagascar","1415868268","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"David Lees","MIMAD243-15",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"MG",1415868268,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:38.649+00:00","2021-09-28T13:07:38.649+00:00",-13.367,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Nosy Be, Hell Ville, 4 km NE: Nosy Be",NA,NA,NA,48.283,NA,10,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MIMAD243-15","Landesmuseum Kaernten","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Christian Wieser",NA,NA,NA,NA,"Light","BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2013,2021-10-25
